7.161113961, 8.997756587, 9.037365734, 9.057950219, 9.150585663, 9.184649881, 9.490848665, 9.785662039, 9.799813727, 9.844329565
6.628268545, 6.816162208, 6.827198121, 6.861754789, 6.952539628, 7.087303732, 7.161113961, 7.237330110, 7.336202838, 7.643928619
5.710622978, 6.227163764, 6.259648609, 6.393675909, 6.448164988, 6.470420990, 6.472258493, 6.477278829, 6.479646391, 6.493805132
5.622674953, 5.710622978, 5.723703828, 5.774100752, 5.774417961, 5.806054831, 5.963453788, 5.990652098, 5.991457511, 6.013312116
5.599327190, 5.622674953, 5.626935909, 5.695537004, 5.701471101, 5.710622978, 5.723703828, 5.734470033, 5.740182534, 5.742925816
5.176405029, 5.599327190, 5.609700991, 5.622674953, 5.626935909, 5.632185122, 5.655006743, 5.661814952, 5.662226966, 5.662729760
5.162253747, 5.176405029, 5.537340818, 5.563374193, 5.584754571, 5.599327190, 5.603355224, 5.609700991, 5.622674953, 5.626935909
4.092547604, 5.162253747, 5.176405029, 5.537340818, 5.546509971, 5.563374193, 5.566121497, 5.584551845, 5.584665581, 5.584754571
4.092547604, 5.162253747, 5.176405029, 5.537340818, 5.545622540, 5.546509971, 5.563374193, 5.566121497, 5.568744349, 5.568903731
4.092547604, 4.753516557, 5.162253747, 5.176405029, 5.250275222, 5.266915596, 5.537340818, 5.545622540, 5.546509971, 5.547801108
4.092547604, 4.753516557, 5.162253747, 5.176405029, 5.250275222, 5.266915596, 5.537340818, 5.545622540, 5.546509971, 5.547801108
4.092547604, 4.714595042, 4.753516557, 5.162253747, 5.176405029, 5.241952612, 5.250275222, 5.266915596, 5.537340818, 5.545622540
4.092547604, 4.714595042, 4.753516557, 5.088099115, 5.162253747, 5.176405029, 5.241952612, 5.250275222, 5.266915596, 5.353737534
