0.851485106, 1.692897674, 1.703211820, 1.976176940, 2.021400372, 2.270941226, 2.300593130, 2.354055813, 2.559959791, 2.574360147
0.745308024, 0.851485106, 0.858964161, 0.934763081, 0.962707435, 1.010411766, 1.037581603, 1.090744422, 1.113466807, 1.143941755
0.740471021, 0.740983899, 0.745308024, 0.746317546, 0.772176508, 0.774469763, 0.800330355, 0.803050669, 0.816411325, 0.818227166
0.720596984, 0.726997755, 0.728969112, 0.731499597, 0.733091348, 0.734255516, 0.740471021, 0.740983899, 0.745308024, 0.746255819
0.693739877, 0.703588318, 0.705092147, 0.708825898, 0.716910973, 0.720596984, 0.722665573, 0.724595303, 0.726997755, 0.727725151
0.687190229, 0.693739877, 0.703588318, 0.704739236, 0.705092147, 0.708825898, 0.712012103, 0.716910973, 0.717591607, 0.719772959
0.672407112, 0.686168532, 0.687190229, 0.687426982, 0.693739877, 0.697972639, 0.699565014, 0.699767056, 0.703588318, 0.704739236
0.651266733, 0.662215828, 0.664025246, 0.666873426, 0.672407112, 0.682063800, 0.686168532, 0.687190229, 0.687426982, 0.690504402
0.621781475, 0.651266733, 0.660022851, 0.662215828, 0.664025246, 0.666873426, 0.672407112, 0.676148007, 0.682063800, 0.686168532
0.621781475, 0.651266733, 0.660022851, 0.662215828, 0.664025246, 0.666873426, 0.672407112, 0.673596429, 0.676148007, 0.682063800
0.621781475, 0.651266733, 0.657404654, 0.658687102, 0.659041864, 0.660022851, 0.662215828, 0.664025246, 0.666873426, 0.672407112
0.621781475, 0.627495882, 0.647379811, 0.651266733, 0.657404654, 0.658687102, 0.659041864, 0.660022851, 0.662215828, 0.664025246
