1.074164239, 1.265734550, 1.407827881, 1.663118823, 1.732754087, 1.868141714, 2.183529843, 2.234915598, 2.338535331, 2.502671222
0.388263558, 0.559222629, 0.565873994, 0.623423948, 0.643266199, 0.691903472, 0.765187368, 0.853876761, 0.924095839, 0.966764854
0.265352150, 0.312216185, 0.337976376, 0.379417970, 0.388263558, 0.423728413, 0.440227849, 0.444119696, 0.444185862, 0.448024903
0.265352150, 0.281254990, 0.305468788, 0.312216185, 0.312894489, 0.326014104, 0.337976376, 0.348778038, 0.353273742, 0.363308425
0.265352150, 0.281254990, 0.291080971, 0.302171635, 0.305468788, 0.312216185, 0.312894489, 0.322583542, 0.326014104, 0.337976376
0.265352150, 0.265488619, 0.281254990, 0.291080971, 0.298521882, 0.302171635, 0.305468788, 0.312216185, 0.312894489, 0.322583542
0.252772443, 0.253093061, 0.265352150, 0.265488619, 0.270379530, 0.276269186, 0.277709974, 0.281254990, 0.291080971, 0.293254642
0.252772443, 0.253093061, 0.265352150, 0.265488619, 0.270379530, 0.271778252, 0.276269186, 0.277709974, 0.281254990, 0.282302055
0.252772443, 0.253093061, 0.258858594, 0.265352150, 0.265488619, 0.270148160, 0.270379530, 0.271778252, 0.276269186, 0.276678327
0.252772443, 0.253093061, 0.258664724, 0.258858594, 0.265352150, 0.265488619, 0.268376462, 0.270148160, 0.270379530, 0.271778252
0.252772443, 0.253093061, 0.258664724, 0.258858594, 0.265352150, 0.265488619, 0.268376462, 0.270148160, 0.270379530, 0.271778252
